"libellé métier";"lien site onisep.fr";"nom publication";collection;année;gencod;GFE;"code ROME";"libellé ROME";"lien ROME";domaine/sous-domaine
"vendeur / vendeuse conseil caviste";https://www.onisep.fr/http/redirection/metier/slug/MET.631;"Les métiers du commerce alimentaire de proximité";"Zoom sur les métiers";2020;9782273014915;"GFE Q : commerce, gestion, finances";D1106;"Vente en alimentation";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1106;"matières premières, fabrication, industries/agroalimentaire| commerce, marketing, vente/grande distribution et petits commerces"
"vendeur / vendeuse en magasin";https://www.onisep.fr/http/redirection/metier/slug/MET.860;"Les métiers de la mode et du luxe";Parcours;2019;9782273014564;"GFE Q : commerce, gestion, finances";"D1106 | D1212 | D1214";"Vente en alimentation | Vente en décoration et équipement du foyer | Vente en habillement et accessoires de la personne";"https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1106 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1212 | https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1214";"commerce, marketing, vente/grande distribution et petits commerces| commerce, marketing, vente/marketing, vente"
"vendeur-conseil / vendeuse-conseil en matériel agricole";https://www.onisep.fr/http/redirection/metier/slug/MET.199;"Les métiers de l'agriculture et de la forêt";Parcours;2020;9782273015219;"GFE A : agriculture";;;;"mécanique/machinisme agricole| commerce, marketing, vente/marketing, vente"
"vendeur-conseil / vendeuse-conseil en matériel agricole";https://www.onisep.fr/http/redirection/metier/slug/MET.199;"Les métiers de l'agriculture";"Zoom sur les métiers";2021;9782273015608;"GFE A : agriculture";;;;"mécanique/machinisme agricole| commerce, marketing, vente/marketing, vente"
"verrier / verrière au chalumeau";https://www.onisep.fr/http/redirection/metier/slug/MET.560;"Les métiers de l'artisanat d'art";Parcours;2023;9782273016353;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";B1602;"Réalisation d'objets artistiques et fonctionnels en verre";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=B1602;"arts, culture, artisanat/artisanat d'art| matières premières, fabrication, industries/verre"
"visiteur médical / visiteuse médicale";https://www.onisep.fr/http/redirection/metier/slug/MET.418;"Les métiers de l'industrie du médicament";"Zoom sur les métiers";2020;;"GFE R : santé, social, soins personnels";D1405;"Conseil en information médicale";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1405;"santé, social, sport/paramédical"
web-ergonome;https://www.onisep.fr/http/redirection/metier/slug/MET.814;"Les métiers du numérique";Parcours;2020;9782273015226;"GFE U : communication, médias";;;;"information-communication, audiovisuel/multimédia| histoire-géographie, psychologie, sociologie/psychologie"
webdesigner;https://www.onisep.fr/http/redirection/metier/slug/MET.450;"Les métiers de l'information et de la communication";Parcours;2021;9782273015950;"GFE U : communication, médias";E1205;"Réalisation de contenus multimédias";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=E1205;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/multimédia"
"ingénieur forestier / ingénieure forestière";https://www.onisep.fr/http/redirection/metier/slug/MET.156;"Les métiers du bois";"Zoom sur les métiers";2023;9782273016704;"GFE A : agriculture";A1303;"Ingénierie en agriculture et environnement naturel";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1303;"agriculture, animaux/forêt"
"ingénieur pétrolier / ingénieure pétrolière";https://www.onisep.fr/http/redirection/metier/slug/MET.184;"Les métiers de l'énergie";Parcours;2022;9782273015998;"GFE H : électricité, énergie, électronique";H1302;"Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=H1302;"environnement, énergies, propreté/énergies"
"ingénieur technico-commercial / ingénieure technico-commerciale";https://www.onisep.fr/http/redirection/metier/slug/MET.74;"Les métiers de l'énergie";Parcours;2022;9782273015998;"GFE Q : commerce, gestion, finances";D1407;"Relation technico-commerciale";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1407;"commerce, marketing, vente/grande distribution et petits commerces| commerce, marketing, vente/marketing, vente"
"ingénieur technico-commercial / ingénieure technico-commerciale en électronique";https://www.onisep.fr/http/redirection/metier/slug/MET.104;"Les métiers de l'électronique et de la robotique";Parcours;2022;9782273015974;"GFE H : électricité, énergie, électronique";D1407;"Relation technico-commerciale";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1407;"électricité, électronique, robotique/électronique| commerce, marketing, vente/marketing, vente"
"inséminateur / inséminatrice";https://www.onisep.fr/http/redirection/metier/slug/MET.831;"Les métiers de l'agriculture et de la forêt";Parcours;2020;9782273015219;"GFE A : agriculture";A1303;"Ingénierie en agriculture et environnement naturel";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=A1303;"agriculture, animaux/élevage, aquaculture| agriculture, animaux/soins aux animaux"
"installateur / installatrice en télécoms";https://www.onisep.fr/http/redirection/metier/slug/MET.298;"Les métiers de l'informatique";Parcours;2022;9782273016155;"GFE H : électricité, énergie, électronique";I1307;"Installation et maintenance télécoms et courants faibles";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1307;"électricité, électronique, robotique/télécommunications"
"interprète français / LSF (langue des signes française)";https://www.onisep.fr/http/redirection/metier/slug/MET.7744;"Les métiers des langues et de l'international";Parcours;2022;9782273016018;"GFE U : communication, médias";E1108;"Traduction, interprétariat";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=E1108;"lettres, langues, enseignement/langues| lettres, langues, enseignement/lettres, linguistique"
"juge des contentieux de la protection";https://www.onisep.fr/http/redirection/metier/slug/MET.91;"Les métiers de la justice";Parcours;2020;9782273015165;"GFE W : droit, enseignement, recherche et sciences humaines";K1904;Magistrature;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1904;"économie, droit, politique/activité judiciaire"
"juriste d'entreprise";https://www.onisep.fr/http/redirection/metier/slug/MET.82;"Gestion, comptabilité et ressources humaines";Parcours;2021;9782273015769;"GFE W : droit, enseignement, recherche et sciences humaines";K1903;"Défense et conseil juridique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1903;"économie, droit, politique/droit social"
"juriste droit de l'environnement";https://www.onisep.fr/http/redirection/metier/slug/MET.806;"Les métiers de l'environnement et du développement durable";Parcours;2020;9782273015042;"GFE W : droit, enseignement, recherche et sciences humaines";K1903;"Défense et conseil juridique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1903;"économie, droit, politique/droit appliqué"
"juriste en droit social";https://www.onisep.fr/http/redirection/metier/slug/MET.92;"Les métiers du droit";Parcours;2020;9782273015202;"GFE W : droit, enseignement, recherche et sciences humaines";K1903;"Défense et conseil juridique";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1903;"économie, droit, politique/droit social"
"lad-jockey, lad-driver";https://www.onisep.fr/http/redirection/metier/slug/MET.155;"Travailler auprès des animaux";Parcours;2023;9782273016438;"GFE A : agriculture";L1401;"Sportif professionnel";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=L1401;"agriculture, animaux/soins aux animaux| santé, social, sport/sport"
"localisateur / localisatrice";https://www.onisep.fr/http/redirection/metier/slug/MET.114;"Les métiers du jeu vidéo";Parcours;2023;9782273016193;"GFE U : communication, médias";;;;"lettres, langues, enseignement/langues| information-communication, audiovisuel/multimédia"
"machiniste-constructeur ou plateau / machiniste-constructrice ou plateau";https://www.onisep.fr/http/redirection/metier/slug/MET.187;"Les métiers du cinéma";Parcours;2021;9782273015745;"GFE V : arts, spectacle, audiovisuel";L1506;"Machinerie spectacle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=L1506;"arts, culture, artisanat/arts du spectacle| matières premières, fabrication, industries/bois"
"magistrat / magistrate";https://www.onisep.fr/http/redirection/metier/slug/MET.769;"Les métiers de la justice";Parcours;2020;9782273015165;"GFE W : droit, enseignement, recherche et sciences humaines";K1904;Magistrature;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=K1904;"économie, droit, politique/activité judiciaire"
"manager de risques";https://www.onisep.fr/http/redirection/metier/slug/MET.555;"Les métiers de la banque, de la finance et de l'assurance";Parcours;2022;9782273016094;"GFE Q : commerce, gestion, finances";M1201;"Analyse et ingénierie financière";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=M1201;"gestion des entreprises, comptabilité/administration de l'entreprise| banque, assurances, immobilier/assurances| banque, assurances, immobilier/finances| armée, sécurité/sécurité, prévention"
"manipulateur / manipulatrice en électroradiologie médicale";https://www.onisep.fr/http/redirection/metier/slug/MET.416;"Les métiers du paramédical";Parcours;2022;9782273016117;"GFE R : santé, social, soins personnels";J1306;"Imagerie médicale";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=J1306;"santé, social, sport/paramédical"
"maquilleur / maquilleuse artistique";https://www.onisep.fr/http/redirection/metier/slug/MET.110;;"pas de publication Onisep spécifique";;;"GFE V : arts, spectacle, audiovisuel";L1501;"Coiffure et maquillage spectacle";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=L1501;"santé, social, sport/esthétique"
"marchandiseur / marchandiseuse";https://www.onisep.fr/http/redirection/metier/slug/MET.150;"Les métiers de la mode et du luxe";Parcours;2019;9782273014564;"GFE Q : commerce, gestion, finances";D1506;Marchandisage;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=D1506;"commerce, marketing, vente/grande distribution et petits commerces| commerce, marketing, vente/marketing, vente"
"maroquinier / maroquinière";https://www.onisep.fr/http/redirection/metier/slug/MET.566;"Les métiers de l'artisanat d'art";Parcours;2023;9782273016353;"GFE L : textile, habillement, cuir";B1802;"Réalisation d'articles en cuir et matériaux souples (hors vêtement)";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=B1802;"matières premières, fabrication, industries/textile, habillement"
"masseur / masseuse-kinésithérapeute";https://www.onisep.fr/http/redirection/metier/slug/MET.29;"Les métiers du paramédical";Parcours;2022;9782273016117;"GFE R : santé, social, soins personnels";J1404;Kinésithérapie;https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=J1404;"santé, social, sport/paramédical"
"matelot à la pêche";https://www.onisep.fr/http/redirection/metier/slug/MET.674;"Les métiers de marins";"Zoom sur les métiers";2017;9782273013611;"GFE B : pêche, mer";N3102;"Equipage de la navigation maritime";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=N3102;"agriculture, animaux/pêche| logistique, transport/transport"
"mécanicien / mécanicienne d'entretien d'avion";https://www.onisep.fr/http/redirection/metier/slug/MET.23;;"pas de publication Onisep spécifique";;;"GFE F : mécanique";I1602;"Maintenance d'aéronefs";https://candidat.francetravail.fr/marche-du-travail/fichemetierrome?codeRome=I1602;"mécanique/aéronautique| électricité, électronique, robotique/électronique"
